Wavelength,Element,Spectrum
600.7818,O,I]
600.7818,O,I]
600.7821,O,I
600.789,O,I]
600.795,O,I]
600.805,O,I]
600.8348,O,I]
600.8348,O,I]
600.8348,O,I]
600.8351,O,I
600.8351,O,I
600.884,C,I
600.898,C,II]
601.121,O,III
601.168,C,I
601.234,C,I
601.283,O,I]
601.292,O,I]
601.3,O,IV]
601.3599,O,I]
601.3599,O,I]
601.3599,O,I]
601.3601,O,I
601.3601,O,I
601.389,C,I
601.483,C,I
601.488,C,I
601.5441,O,I]
601.5441,O,I]
601.5441,O,I]
601.5444,O,I
601.5444,O,I
601.5444,O,I
601.578,C,II]
601.58,O,III]
601.58,O,III]
601.58,O,III]
601.650,C,I
601.7,O,IV
601.7402,O,I]
601.7402,O,I]
601.7402,O,I]
601.7405,O,I
601.7405,O,I
601.811,C,I
602.004,O,I]
602.02,O,VII
602.02,C,II
602.02,C,II
602.02,C,II
602.156,C,I
602.181,O,I]
602.305,C,I
602.3306,O,I]
602.399,O,III
602.533,O,I
602.533,O,I
602.533,O,I
602.55,C,II
602.55,C,II
602.55,C,II
602.64,C,II
602.64,C,II
602.64,C,II
602.711,O,I
602.711,O,I
602.79,C,II]
602.802,O,I
602.802,O,I
602.9,O,IV]
602.93,O,VII
602.98,O,III]
602.98,O,III]
603.022,C,I
603.2961,O,I]
603.2992,O,I]
603.3037,O,I]
603.369,C,I
603.4875,O,I]
603.4875,O,I]
603.4890,O,I]
603.544,C,I
603.59,C,II
603.59,C,II
603.60,C,II
603.635,C,I]
603.683,O,III
603.73,C,II]
603.79,C,II
603.79,C,II]
603.891,C,I]
603.92,C,II
603.952,C,II
603.99,C,II
604.083,C,I
604.1,O,IV
604.10,C,II
604.10,C,II]
604.14,C,II]
604.176,C,I]
604.32,C,II
604.413,C,I
604.50,C,II]
604.645,C,I
604.74,O,III]
604.7907,O,I
604.8112,O,I
604.8169,O,I
604.863,C,I]
604.882,O,I]
604.890,C,I]
604.90,O,III]
604.998,O,I
604.998,O,I
604.998,O,I
605.086,C,I
605.09,O,I
605.12,O,III]
605.2,O,IV]
605.2,O,IV]
605.215,O,II]
605.225,O,II]
605.284,O,I
605.284,O,I
605.435,C,VI
605.437,O,I]
605.616,O,I]
605.6342,O,I]
605.6342,O,I]
605.6342,O,I]
605.6357,O,I]
605.6357,O,I]
605.654,O,III]
605.7,O,IV]
605.7746,O,I]
605.7779,O,I]
605.779,O,I
605.888,O,I
605.888,O,I
606.065,O,I
606.068,O,I
606.1,O,IV]
606.114,O,I]
606.160,O,I
606.160,O,I
606.218,C,I]
606.244,O,I
606.28,C,II
606.28,C,II
606.28,C,II
606.316,O,I]
606.35,C,II
606.35,C,II
606.35,C,II
606.377,C,I
606.38,C,II
606.38,C,II
606.38,C,II
606.403,C,VI
606.582,O,VIII
606.722,C,I
606.756,C,I]
606.833,C,I
606.85,O,I
606.859,C,I
606.8667,O,I
606.882,C,I]
606.9,O,IV
606.988,O,VIII
606.992,C,I]
606.997,C,I]
607.0,O,V
607.054,C,I]
607.095,C,I]
607.106,C,II
607.114,C,I]
607.195,C,I]
607.252,C,I
607.339,C,I]
607.5,O,IV]
607.564,C,II]
607.588,C,I
607.8506,O,II]
607.927,O,III
607.94,C,II
607.96,C,II
607.96,C,II
608.008,C,I
608.017,C,II
608.055,O,II
608.066,O,II
608.095,C,I]
608.145,C,I
608.1898,O,I]
608.1912,O,I]
608.203,O,I]
608.208,O,I]
608.22,C,IV
608.22,C,IV
608.22,C,IV
608.229,C,I]
608.255,O,III]
608.2899,O,II
608.336,O,I]
608.340,C,II]
608.379,C,I]
608.383,O,I]
608.41,O,I]
608.42,O,I]
608.495,O,I
608.495,O,I
608.495,O,I
608.54,O,I]
608.676,O,I
608.676,O,I
608.769,O,I
608.769,O,I
608.838,C,I]
608.956,C,I]
609.029,C,I
609.1,O,IV]
609.112,C,II]
609.4,O,IV
609.452,C,I
609.453,O,I
609.5812,O,I]
609.582,O,I
609.598,C,I]
609.656,O,I
609.658,O,I
609.698,C,II
609.787,O,I
609.8055,O,I]
609.8069,O,I]
609.850,O,I
609.851,O,I
609.999,C,II]
610.020,C,II
610.032,O,III]
610.062,C,I
610.172,C,I
610.1758,O,I]
610.1966,O,I]
610.20,O,I]
610.213,C,I
610.3134,O,I]
610.33,O,I]
610.3438,O,I]
610.397,C,I
610.40,C,III
610.40,C,III
610.40,C,III
610.40,C,III
610.40,C,III
610.40,C,III
610.40,C,III
610.404,O,III
610.425,C,II
610.482,O,I]
610.5088,O,II
610.583,O,VIII
610.664,O,I]
610.67,C,II
610.67,C,II
610.67,C,II
610.747,O,I
610.747,O,I
610.747,O,I
610.79,C,II
610.79,C,II
610.79,C,II
610.7955,O,I
610.8,O,IV
610.859,C,I
610.880,C,II]
610.929,O,I
610.929,O,I
610.935,C,I
611.021,C,I
611.023,O,I
611.023,O,I
611.286,C,II]
611.468,O,II
611.484,C,I
611.51,C,II
611.51,C,II
611.51,C,II
611.592,C,II]
611.624,C,I
611.67,C,IV
611.67,C,IV
611.718,C,II]
611.753,C,I
611.756,C,I
611.868,O,III
611.871,C,I]
612.09,C,IV
612.09,C,IV
612.125,C,II]
612.14,C,I]
612.202,C,II]
612.251,C,I
612.271,C,II]
612.438,O,I]
612.445,C,I]
612.494,C,II
612.547,O,I
612.547,O,I
612.547,O,I
612.552,C,II]
612.621,O,I]
612.639,C,I]
612.73,O,IV]
612.730,O,I
612.730,O,I
612.80,C,III
612.80,C,III
612.80,C,III
612.80,C,III
612.80,C,III
612.80,C,III
612.80,C,III
612.824,O,I
612.824,O,I
612.91,C,I]
612.979,C,II
613.054,C,II
613.20,C,III
613.20,C,III
613.20,C,III
613.20,C,III
613.20,C,III
613.20,C,III
613.20,C,III
613.2543,O,I]
613.2589,O,I]
613.2628,O,I]
613.3,O,V
613.30,C,III
613.30,C,III
613.30,C,III
613.30,C,III
613.30,C,III
613.30,C,III
613.30,C,III
613.37,C,III
613.37,C,III
613.37,C,III
613.37,C,III
613.37,C,III
613.37,C,III
613.37,C,III
613.38,O,IV]
613.39,C,III
613.39,C,III
613.39,C,III
613.39,C,III
613.39,C,III
613.39,C,III
613.4675,O,I]
613.4707,O,I]
613.4753,O,I]
613.540,C,II
613.61,O,I
613.7298,O,I]
613.7331,O,I]
613.874,O,I
613.96,O,IV]
613.980,O,I]
613.980,O,I]
614.058,O,I
614.066,O,I
614.089,C,I]
614.104,O,I
614.104,O,I]
614.1476,O,I]
614.1493,O,I]
614.2238,O,I]
614.2255,O,I]
614.2281,O,I]
614.248,C,II
614.250,O,I
614.288,O,I]
614.345,O,I
614.3642,O,I]
614.3668,O,I]
614.383,O,I
614.385,C,II
614.4,O,IV
614.451,O,II
614.462,O,II
614.672,C,I]
614.70,C,IV
614.70,C,IV
614.70,C,IV
614.779,O,II]
614.882,C,II]
614.957,C,III
615.08,C,IV
615.08,C,IV
615.08,C,IV
615.096,C,II
615.098,C,III
615.11,C,IV
615.11,C,IV
615.11,C,IV
615.12,C,IV
615.12,C,IV
615.12,C,IV
615.13,C,IV
615.13,C,IV
615.13,C,IV
615.15,C,IV
615.15,C,IV
615.15,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.17,C,IV
615.173,C,I
615.18,C,IV
615.18,C,IV
615.18,C,IV
615.18,C,IV
615.18,C,IV
615.241,C,I
615.297,C,II
615.3006,O,I]
615.324,C,II
615.324,C,II
615.396,O,I
615.396,O,I
615.396,O,I
615.400,O,I]
615.426,O,II
615.4381,O,I]
615.446,C,I]
615.581,O,I
615.581,O,I
615.585,O,I]
615.587,C,III
615.60,C,IV
615.60,C,IV
615.60,C,IV
615.643,C,I]
615.6561,O,I]
615.677,O,I
615.677,O,I
615.682,C,III
615.684,C,II]
615.7665,O,I
615.7674,O,I
615.7693,O,I
615.8095,O,I
615.8122,O,I
615.8156,O,I
615.840,C,III
615.8441,O,I
615.8459,O,I
615.8482,O,I
615.8707,O,I]
615.8738,O,I]
615.8836,O,I]
615.89,C,II
615.89,C,II
615.89,C,II
615.9854,O,I
615.9876,O,I
615.9892,O,I
616.0304,O,I
616.0338,O,I
616.04,C,II
616.04,C,II
616.04,C,II
616.172,C,III
616.29,O,IV]
616.2984,O,I
616.404,C,II
616.470,O,I
616.470,O,I
616.470,O,I
616.500,O,I]
616.561,O,III]
616.567,C,III
616.656,O,I
616.656,O,I
616.686,O,I]
616.751,O,I
616.751,O,I
616.85,C,II
616.85,C,II]
616.87,C,II
616.87,C,II
616.93,C,III
616.949,C,II]
617.34,C,II]
617.393,O,VIII
617.4,O,IV
617.517,O,I]
617.528,O,I
617.528,O,I
617.528,O,I
617.555,C,I]
617.703,O,I]
617.71,O,III]
617.71,C,II
617.71,C,II
617.71,C,II
617.715,O,I
617.715,O,I
617.811,O,I
617.811,O,I
618.27,O,IV]
618.313,O,II]
618.338,O,I]
618.338,O,I
618.338,O,I
618.338,O,I
618.5,O,IV
618.5,C,V
618.5,C,V
618.5,C,V
618.525,O,I]
618.525,O,I
618.525,O,I
618.621,O,I
618.621,O,I
618.759,O,III]
619.084,O,I]
619.084,O,I
619.084,O,I
619.084,O,I
619.225,O,III]
619.271,O,I]
619.271,O,I
619.271,O,I
619.368,O,I
619.368,O,I
619.429,C,I
619.560,C,I
619.763,O,I]
619.763,O,I
619.763,O,I
619.763,O,I
619.951,O,I]
619.951,O,I
619.951,O,I
619.962,O,II]
619.992,C,VI
620.048,O,I
620.048,O,I
620.128,O,III
620.235,C,VI
620.250,O,III]
620.290,O,I]
620.290,O,I
620.290,O,I
620.290,O,I
620.39,O,III]
620.478,O,I]
620.478,O,I
620.478,O,I
620.575,O,I
620.575,O,I
620.58,O,I
620.719,O,III]
620.727,C,III
620.756,O,I]
620.756,O,I
620.756,O,I
620.756,O,I
620.944,O,I]
620.944,O,I
620.944,O,I
621.041,O,I
621.041,O,I
621.23,O,IV]
621.246,O,I]
621.246,O,I
621.246,O,I
621.246,O,I
621.25,C,II]
621.29,O,I]
621.387,O,III]
621.41,C,II]
621.41,O,I]
621.434,O,I]
621.434,O,I
621.434,O,I
621.45,C,II]
621.45,C,II
621.531,O,I
621.531,O,I
621.56,C,II
621.597,O,II
621.620,O,I]
621.620,O,I
621.620,O,I
621.620,O,I
621.667,O,I]
621.743,O,II]
621.76,C,II]
621.788,O,II]
621.809,O,I]
621.809,O,I
621.809,O,I
621.861,O,I
621.861,O,I
621.861,O,I
621.88,O,III]
621.906,O,I
621.906,O,I
621.95,C,II]
621.95,C,II
621.953,C,I]
621.988,O,I]
621.988,O,I
621.988,O,I
621.988,O,I
622.005,O,III]
622.03,O,I]
622.082,O,I
622.082,O,I
622.082,O,I
622.082,O,I
622.082,O,I
622.177,O,I]
622.177,O,I
622.177,O,I
622.18,C,II
622.18,C,II
622.18,C,II
622.209,O,I
622.209,O,I
622.209,O,I
622.209,O,I
622.209,O,I
622.25,O,I]
622.274,O,I
622.274,O,I
622.309,O,I]
622.309,O,I
622.309,O,I
622.309,O,I
622.36,C,II
622.36,C,II
622.36,C,II
622.38,O,I]
622.428,C,II
622.498,O,I]
622.498,O,I
622.498,O,I
622.5,O,IV
622.595,O,I
622.595,O,I
622.9530,O,II]
623.251,C,II]
623.5864,O,I]
623.602,C,I]
623.6650,O,I]
623.8081,O,I]
623.896,C,I
623.983,C,I]
624.1181,O,I]
624.3897,O,I]
624.43,C,II]
624.443,C,I
624.5121,O,I]
624.5121,O,I]
624.5121,O,I]
624.5137,O,I]
624.5137,O,I]
624.547,C,II]
624.6140,O,I]
624.63,O,I]
624.630,C,I]
624.632,O,I]
624.65,C,II]
624.823,C,II
624.832,C,I
624.85,O,I]
624.88,C,II]
624.95,C,II]
625.039,C,I
625.153,C,I]
625.188,C,II
625.233,C,I]
625.249,C,II
625.28,C,II
625.28,C,II
625.28,C,II
625.400,C,II
625.43,C,II]
625.556,C,II
625.5835,O,I]
625.694,C,II
625.75,C,II]
625.797,C,II
625.8076,O,II]
625.8197,O,I
625.825,C,II
625.8563,O,I]
625.866,O,I
625.891,C,II
625.935,O,I
625.945,O,I
626.0266,O,I]
626.035,C,I]
626.0927,O,I
626.129,C,II
626.139,O,I
626.153,C,II
626.161,O,I
626.279,C,II
626.3183,O,I
626.3279,O,I
626.3546,O,I
626.365,O,I
626.509,C,II]
626.573,C,II
626.6281,O,I
626.73,O,I]
626.820,C,I]
626.8624,O,I
626.909,C,II
627.043,C,I]
627.1364,O,I
627.151,C,II
627.247,C,II]
627.31,C,III
627.31,C,III
627.31,C,III
627.418,C,I]
627.430,O,II]
627.582,C,I]
627.635,C,II
627.720,C,I]
627.731,C,I]
627.746,C,II
627.76,O,V
627.792,C,II
627.796,C,I]
627.82,O,III]
627.82,O,III]
627.8300,O,I
628.09,C,II
628.12,C,II
628.12,C,II
628.4246,O,II]
628.613,C,I]
628.616,C,II
628.627,C,VI
628.631,C,II
628.85,C,III
628.85,C,III
629.023,C,II]
629.12,C,II]
629.142,C,II
629.175,C,II
629.27,C,II]
629.3084,O,II]
629.410,C,I
629.47,C,II]
629.562,C,II]
629.67,C,II]
629.67,C,II]
629.68,C,III
629.687,C,II
629.8228,O,I]
629.8269,O,I]
629.8289,O,I]
629.86,C,II
629.86,C,II
629.86,C,II
629.9536,O,I]
629.9555,O,I]
629.9570,O,I]
629.9603,O,I]
629.9619,O,I]
629.9644,O,I]
629.9662,O,II]
630.08,C,II
630.08,C,II
630.08,C,II
630.2046,[O,I]
630.2046,[O,I]
630.246,C,II
630.25,O,III]
630.25,O,III]
630.25,O,III]
630.273,C,II
630.28,C,II]
630.380,C,II]
630.48,C,II]
630.48,C,II]
630.616,O,II
630.62,O,III]
630.89,C,III
630.89,C,III
630.89,C,III
630.89,C,III
630.89,C,III
630.89,C,III
630.89,C,III
631.00,C,II]
631.156,C,I]
631.4125,O,I]
631.4140,O,I]
631.5522,O,I]
631.570,C,I]
631.695,C,I]
631.824,C,I]
631.857,C,II]
631.9547,O,II]
631.982,C,I]
632.343,C,I]
632.4452,O,II]
632.506,C,I]
632.5134,O,I
632.5162,O,I
632.560,C,I]
632.616,C,I
632.651,C,I]
632.6521,O,I
632.6549,O,I
632.6564,O,I
632.6585,O,I
632.6600,O,I
632.7649,O,II]
633.162,O,I]
633.18,O,V
633.223,O,III
633.2240,O,I]
633.336,C,I]
633.390,C,I]
633.44,C,III
633.44,C,III
633.44,C,III
633.44,C,III
633.44,C,III
633.44,C,III
633.44,C,III
633.4631,O,I]
633.483,O,I]
633.500,C,I]
633.52,C,IV
633.52,C,IV
633.52,C,IV
633.5443,O,I]
633.5688,O,I]
633.5729,O,I]
633.5749,O,I]
633.669,O,III]
633.745,C,I
633.827,C,II]
633.851,O,II
633.863,O,II
633.894,C,I
633.94,C,III
633.94,C,III
633.94,C,III
633.94,C,III
633.94,C,III
633.94,C,III
633.94,C,III
633.97,C,III
633.97,C,III
633.97,C,III
633.97,C,III
633.97,C,III
633.97,C,III
633.97,C,III
634.000,C,I]
634.04,O,III]
634.04,O,III]
634.06,C,III
634.06,C,III
634.06,C,III
634.06,C,III
634.06,C,III
634.06,C,III
634.06,C,III
634.1428,O,II]
634.15,C,III
634.15,C,III
634.15,C,III
634.15,C,III
634.15,C,III
634.15,C,III
634.167,C,I]
634.2064,O,II]
634.407,C,I
634.484,C,II]
634.5028,O,I]
634.5028,O,I]
634.5031,O,I]
634.67,C,II
634.67,C,II
634.67,C,II
634.729,C,I]
634.820,C,II]
634.833,C,I]
635.023,C,I]
635.252,C,III
635.2912,O,I
635.320,C,I]
635.479,C,II]
635.495,O,II]
635.54,O,I
635.579,O,II]
635.634,C,I]
635.730,C,I]
635.9,O,IV]
635.9739,O,II]
636.067,O,III
636.1727,O,II]
636.189,C,I]
636.28,O,I
636.2915,O,I]
636.2943,O,I]
636.3,O,IV]
636.3441,O,II]
636.382,C,II]
636.430,C,II]
636.45,C,III
636.471,C,I]
636.5115,O,II]
636.5536,[O,I]
636.5536,[O,I]
636.559,O,III
636.567,C,I]
636.807,O,I
636.8096,O,I
636.8763,O,I]
636.8763,O,I]
636.8763,O,I]
636.8766,O,I]
636.8766,O,I]
636.892,O,I]
636.948,O,I
637.028,C,I]
637.0543,O,I]
637.103,O,I]
637.119,O,I]
637.119,O,I]
637.119,O,I]
637.119,O,I]
637.119,O,I]
637.130,O,I
637.132,O,I
637.15,C,I]
637.1573,O,II
637.1978,O,II]
637.2084,O,II
637.2144,O,II
637.272,O,I
637.30,O,I
637.47,O,III]
637.5245,O,II
637.5298,O,II
637.547,O,I]
637.5817,O,II
637.5870,O,II
637.593,O,I
637.595,O,I
637.6086,O,I]
637.6586,O,II]
637.7377,O,II]
637.755,O,I]
637.97,C,IV
637.97,C,IV
638.011,O,III
638.056,C,I]
638.1348,O,II
638.1348,O,II
638.1349,O,I]
638.1921,O,II
638.38,O,V
638.46,C,II
638.506,O,III
638.56,C,II
638.61,C,II
638.739,O,I]
638.739,O,I]
638.741,O,I
638.744,C,II
638.9494,O,II]
638.97,O,III]
639.058,O,I]
639.058,O,I]
639.058,O,I]
639.059,O,I
639.059,O,I
639.13,C,II
639.164,C,I]
639.213,O,III
639.252,O,II]
639.3500,[O,I]
639.38,C,II
639.38,C,II
639.38,C,II
639.4,O,IV]
639.42,O,III]
639.48,C,II
639.609,O,I]
639.609,O,I]
639.609,O,I]
639.611,O,I
639.611,O,I
639.611,O,I
639.65,C,II
639.65,C,II
639.65,C,II
639.8559,O,II
639.87,C,II
639.9723,O,II]
639.973,C,I
639.9830,O,II
639.9891,O,II
640.05,C,II
640.2262,O,II
640.2315,O,II
640.263,C,I]
640.3596,O,II
640.3649,O,II
640.55,C,IV
640.55,C,IV
640.55,C,IV
640.63,C,IV
640.63,C,IV
640.66,O,I
640.68,O,IV]
640.8416,O,II
640.8416,O,II
640.87,O,I
640.89,C,II
640.95,C,IV
640.95,C,IV
640.95,C,IV
640.964,O,I]
640.9753,O,II
640.99,C,IV
640.99,C,IV
640.99,C,IV
641.00,C,IV
641.00,C,IV
641.00,C,IV
641.01,C,IV
641.01,C,IV
641.01,C,IV
641.04,C,IV
641.04,C,IV
641.04,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.05,C,IV
641.207,O,II]
641.532,C,I
641.560,O,I]
641.603,C,II]
641.69,C,IV
641.69,C,IV
641.69,C,IV
641.737,O,I]
641.931,C,I
642.109,C,I]
642.166,O,I]
642.18,O,I
642.2122,O,II]
642.479,C,II]
642.5545,O,II
642.5852,O,II
642.5906,O,II
642.62,C,II
642.65,C,II
642.65,C,II
642.7672,O,II
642.78,C,II]
642.7808,O,II
642.7915,O,II
642.7977,O,II
642.860,O,II
642.871,O,II
642.877,O,II
643.048,C,II]
643.102,C,I
643.13,C,IV
643.13,C,IV
643.1744,O,II
643.1744,O,II
643.1769,O,II
643.1900,O,II]
643.2052,O,II
643.2052,O,II
643.251,O,II
643.256,O,II
643.3,O,IV]
643.4989,O,II]
643.539,C,II]
643.542,C,I
643.606,O,III]
643.750,C,II
643.750,C,II
643.872,O,II]
643.88,O,IV]
644.109,C,II]
644.41,C,II]
644.488,O,II]
644.62,C,II]
644.78,C,II]
644.83,C,II]
644.914,O,III]
645.0,O,IV]
645.11,C,II]
645.130,O,II]
645.17,C,IV
645.17,C,IV
645.17,C,IV
645.216,O,II]
645.2403,O,II
645.2453,O,II
645.2989,O,II
645.301,C,II
645.3039,O,II
645.3409,O,I]
645.4310,O,II]
645.489,C,II
645.5386,O,I
645.6228,O,I
645.7761,O,I
645.8460,O,I]
645.9151,O,II
645.916,O,II
645.916,O,II
645.916,O,II
645.916,O,II
645.959,O,II
645.959,O,II
645.959,O,II
645.9738,O,II
645.9738,O,II
645.983,C,I]
646.03,O,IV]
646.1,O,IV]
646.160,C,II
646.166,C,I]
646.1755,O,I]
646.19,O,V
646.2,C,V
646.208,C,III
646.23,C,II
646.2336,O,II]
646.374,C,II
646.392,C,II
646.392,C,II
646.53,C,II
646.53,C,II
646.53,C,II
646.693,O,II]
646.79,O,V
646.79,C,II
647.05,O,I]
647.06,C,II
647.19,O,I]
647.3,O,IV
647.321,O,II
647.321,O,II
647.323,O,II
647.378,C,II
647.568,O,II
647.568,O,II
647.568,O,II
647.61,C,II
647.612,O,II]
647.616,C,I]
647.63,C,II
647.6408,O,II]
647.66,C,II
647.7071,O,II]
647.773,O,III]
647.9695,O,II]
647.992,O,III]
648.0080,O,II
648.0130,O,II
648.1446,O,II
648.1496,O,II
648.2778,O,II]
648.556,O,II]
648.576,O,II
648.6,O,IV
648.638,C,II]
648.644,O,II]
648.686,O,II
648.6885,O,II
648.8254,O,II
648.8254,O,II
648.8909,O,I]
649.0173,O,II
649.0245,O,II]
649.0312,O,II
649.0422,O,II
649.1332,O,I]
649.14,O,IV]
649.240,O,III]
649.2745,O,II
649.2884,O,II
649.2994,O,II
649.3057,O,II
649.32,O,IV]
649.370,O,II
649.531,C,II
649.6925,O,II]
649.7581,O,II
649.7595,O,II
649.7633,O,II
649.926,C,II
650.0211,O,II
650.20,O,V
650.2622,O,II
650.3200,O,II
650.3217,O,II
650.3984,O,II
650.4248,O,II
650.429,C,II]
650.4299,O,II
650.7,O,IV
650.708,O,I
650.782,O,II
650.892,O,II
650.931,O,III
650.935,O,III
650.939,C,II]
650.951,O,I
650.951,O,I
651.0254,O,II
651.090,O,I
651.090,O,I
651.090,O,I
651.107,O,II
651.1104,O,II]
651.112,O,II
651.146,O,II
651.1509,O,II
651.1598,O,II
651.16,C,II]
651.241,O,II
651.256,O,II
651.27,O,III
651.3,O,IV
651.327,C,II
651.38,C,II]
651.40,C,II
651.40,C,II
651.40,C,II
651.55,C,II]
651.60,C,II
651.676,C,II
651.69,C,III
651.69,C,III
651.69,C,III
651.69,C,III
651.70,C,III
651.70,C,III
651.70,C,III
651.7123,O,II
651.7123,O,II
651.741,O,III]
651.75,O,IV]
651.75,C,II
651.75,C,II
651.75,C,II
651.794,O,II
651.794,O,II
651.88,C,II
651.895,O,III]
651.896,C,II]
651.9,O,IV
652.05,C,II
652.230,O,III]
652.246,O,III]
652.40,O,IV]
652.444,C,II
652.474,C,II
652.5,O,IV
652.59,O,IV]
652.599,C,II
652.611,O,II]
652.743,C,II]
652.791,C,II
652.964,C,II
653.0732,O,II
653.158,O,II]
653.18,C,II]
653.2103,O,II
653.2120,O,II
653.30,O,III
653.39,O,I
653.427,C,II
653.436,C,II
653.550,O,III]
653.630,C,II]
653.6551,O,II]
653.694,O,II]
653.7271,O,II]
653.867,C,II]
653.9,C,V
653.9,C,V
653.9,C,V
653.9,C,V
653.9,C,V
653.9,C,V
653.9364,O,II
654.085,O,VIII
654.1136,O,II
654.1192,O,II
654.231,C,II
654.3,C,III
654.3,C,III
654.3,C,III
654.3,C,III
654.3,C,III
654.3,C,III
654.3,O,V
654.56,O,V
654.5785,O,II
654.5785,O,II
654.639,O,II]
654.706,O,III]
654.7560,O,II
654.7560,O,II
654.834,O,I
654.931,O,I
654.968,O,III]
654.99,C,III
654.99,C,III
654.99,C,III
654.99,C,III
654.99,C,III
654.99,C,III
654.99,C,III
655.05,O,IV]
655.098,C,I]
655.121,O,I
655.1256,O,II]
655.155,O,III]
655.178,O,I
655.1934,O,II]
655.2295,O,II]
655.2406,O,II
655.2471,O,II
655.318,C,I]
655.33,O,II]
655.3567,O,II
655.4,O,IV]
655.420,O,I
655.430,O,II]
655.45,C,IV
655.45,C,IV
655.45,C,IV
655.5280,O,II]
655.6354,O,II
655.6410,O,II
655.667,O,I
655.719,C,II]
655.7452,O,II
655.7508,O,II
655.7655,O,II
655.7797,O,II
655.786,O,II
655.789,O,II
655.789,O,II
655.7909,O,II
655.7973,O,II
655.877,C,I]
655.90,C,II]
655.953,O,I]
656.07,C,IV
656.07,C,IV
656.07,C,IV
656.08,C,II
656.0873,O,II
656.0985,O,II
656.1050,O,II
656.116,O,VIII
656.125,C,VI
656.1364,O,II
656.1381,O,II
656.14,C,IV
656.14,C,IV
656.14,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.19,C,IV
656.1919,O,II
656.20,C,IV
656.20,C,IV
656.20,C,IV
656.219,O,II
656.22,C,IV
656.22,C,IV
656.22,C,IV
656.221,O,II
656.28,C,IV
656.28,C,IV
656.28,C,IV
656.2808,O,II
656.29,C,II]
656.33,O,III
656.376,O,III]
656.3909,O,II
656.3909,O,II
656.409,O,I]
656.461,C,I]
656.4944,O,II
656.5000,O,II
656.51,C,II]
656.51,C,II
656.5271,O,II]
656.6,O,IV
656.7096,O,II
656.8,O,IV
656.883,O,I]
656.952,C,I]
656.98,C,III
656.98,C,III
656.98,C,III
656.98,C,III
656.98,C,III
656.98,C,III
656.98,C,III
657.054,C,I
657.083,O,II
657.1415,O,II]
657.2,O,IV
657.264,O,II
657.264,O,II
657.268,O,II
657.27,O,IV]
657.2923,O,II
657.309,O,II
657.309,O,II
657.313,O,II
657.313,O,II
657.316,C,VI
657.449,O,III]
657.5660,O,II
657.5751,O,II
657.581,O,II]
657.593,C,II]
657.688,C,II]
657.7019,O,II]
657.74,C,II]
657.7856,O,I]
657.7856,O,I]
657.7856,O,I]
657.7859,O,I]
657.7859,O,I]
657.8300,O,II
657.8391,O,II
657.87,C,III
657.87,C,III
657.87,C,III
657.87,C,III
657.87,C,III
657.87,C,III
657.87,C,III
657.91,C,II
657.987,C,II
658.059,C,I
658.13,C,II]
658.1386,O,II
658.151,C,I]
658.34,C,II
658.379,C,I
658.4,O,IV
658.4030,O,II
658.4030,O,II
658.4496,O,II]
658.470,C,II
658.57,C,IV
658.57,C,IV
658.809,C,I
658.84,C,IV
658.84,C,IV
658.84,C,IV
658.943,C,I
659.046,C,I
659.328,C,I
659.350,C,I]
659.44,C,IV
659.44,C,IV
659.528,C,I]
659.6522,O,II]
659.678,O,II]
659.7,O,V
659.706,C,I
659.867,C,I
660.18,C,III
660.19,C,III
660.19,C,III
660.2,O,IV
660.21,C,III
660.21,C,III
660.21,C,III
660.31,O,V
660.371,C,I]
660.4,O,IV
660.423,C,I
660.550,C,I]
660.63,C,III
660.63,C,III
660.63,C,III
660.63,C,III
660.63,C,III
660.63,C,III
660.63,C,III
660.6729,O,I
660.760,C,I
660.7975,O,II]
661.091,C,I]
661.175,C,I]
661.20,C,III
661.20,C,III
661.20,C,III
661.20,C,III
661.20,C,III
661.20,C,III
661.20,C,III
661.29,C,III
661.29,C,III
661.29,C,III
661.29,C,III
661.29,C,III
661.29,C,III
661.29,C,III
661.31,C,III
661.31,C,III
661.31,C,III
661.31,C,III
661.31,C,III
661.31,C,III
661.31,C,III
661.318,C,I
661.52,C,III
661.52,C,III
661.52,C,III
661.52,C,III
661.52,C,III
661.52,C,III
661.520,O,II]
661.555,C,I]
661.835,C,I]
661.86,C,II
661.86,C,II
661.86,C,II
661.908,C,I]
661.92,C,II
661.95,C,II
661.95,C,II
661.987,C,I]
662.0,C,III
662.0,C,III
662.0,C,III
662.0,C,III
662.0,C,III
662.0,C,III
662.0,C,III
662.0087,O,II]
662.0624,O,II
662.135,C,I]
662.2388,O,II
662.2440,O,II
662.362,C,I]
662.386,C,II
662.405,C,II
662.416,C,II
662.6506,O,II
662.651,C,VI
662.748,C,I]
662.9187,O,II
662.920,O,II
662.9205,O,II
662.930,O,II]
662.94,O,II
662.9496,O,II]
663.25,O,IV
663.294,C,II]
663.34,O,I
663.36,O,II
