Wavelength,Element,Spectrum
482.8145,C,I
482.846,O,I]
482.849,O,I
482.854,O,I]
482.862,O,I
482.866,O,I
482.880,C,I]
482.95,O,III]
482.951,C,I]
482.96,O,III
482.987,C,IV
482.987,C,IV
483.07620,O,I]
483.08787,O,I]
483.092,O,I]
483.107,O,I]
483.1590,O,II]
483.22,O,I]
483.226,O,I]
483.2291,O,III]
483.237,C,I
483.24538,O,I]
483.25,O,IV]
483.25371,O,I]
483.26539,O,I]
483.2734,O,III]
483.30,O,V
483.30,O,IV]
483.38,O,I]
483.38,O,I]
483.40,O,IV
483.432,C,III
483.433,C,III
483.433,C,III
483.433,C,III
483.437,C,III
483.437,C,III
483.437,C,III
483.446,C,I]
483.481,C,I]
483.481,C,I
483.491,C,IV
483.491,C,IV
483.52,O,I]
483.52,O,I]
483.570,O,III
483.5728,O,II
483.65,O,V
483.668,O,I]
483.780,O,I
483.8114,C,I
483.8124,O,III]
483.82,O,IV
483.885,C,I]
483.94034,O,I]
483.943,O,I
483.943,O,I
484.01738,O,I]
484.03,O,I]
484.04,O,IV]
484.05,O,IV
484.0606,C,I
484.078,O,I
484.078,O,I
484.078,O,I
484.128,C,II]
484.1525,O,III
484.1654,C,I]
484.18,O,I]
484.205,O,I
484.218,O,I
484.22,O,III]
484.22,O,III]
484.222,O,I
484.25,O,I]
484.262,C,I]
484.262,C,I
484.30,O,I]
484.3086,C,II]
484.31,O,I]
484.317,O,I
484.331,O,I
484.331,O,I
484.40,O,IV
484.4217,O,III]
484.462,O,II
484.4724,O,II
484.4724,O,II
484.532,O,I
484.537,O,I]
484.54,O,III]
484.54,O,III]
484.546,O,I]
484.57,O,IV
484.606,O,I
484.619,O,I
484.6201,C,II]
484.623,O,I
484.62721,O,II]
484.665,C,I]
484.666,O,I
484.666,O,I
484.68002,O,I]
484.685,O,I]
484.694,O,I]
484.705,O,I]
484.742,O,II]
484.744,O,I
484.744,O,I
484.744,O,I
484.752,C,I
484.7636,O,II]
484.8012,C,II]
484.80582,O,I]
484.81757,O,I]
484.85,O,IV]
484.877,O,II
484.943,O,I]
484.95,O,III]
484.95,O,III]
484.95,O,III]
484.955,O,I]
484.996,C,I
485.018,O,II]
485.02116,O,I]
485.04081,O,I]
485.0877,C,II]
485.1133,C,II]
485.13,O,III]
485.13,O,III]
485.13,O,III]
485.13601,O,I]
485.15336,O,I]
485.163,C,I]
485.1952,C,II]
485.207,C,I
485.210,C,I]
485.25,O,I
485.303,O,I]
485.303,O,I]
485.303,O,I]
485.303,O,I]
485.303,O,I]
485.336,C,III
485.336,C,III
485.336,C,III
485.336,C,III
485.336,C,III
485.336,C,III
485.336,C,III
485.41,O,V
485.4185,O,II
485.4400,C,I]
485.47545,O,I]
485.4760,O,II]
485.48,O,V
485.48386,O,I]
485.49565,O,I]
485.52,O,III]
485.5432,C,I]
485.54720,O,I]
485.553,C,I
485.6038,O,III]
485.60393,O,I]
485.61572,O,I]
485.644,C,IV
485.644,C,IV
485.644,C,IV
485.647,C,I]
485.65,O,IV]
485.7177,O,III]
485.742,O,II
485.74352,O,I]
485.77455,O,II]
485.782,C,I
485.81186,O,II]
485.82,O,I]
485.84,O,V
485.8626,O,II]
485.873,C,III
485.873,C,III
485.873,C,III
485.873,C,III
485.873,C,III
485.873,C,III
485.873,C,III
485.9195,O,II
485.9195,O,II
485.96,O,I]
485.9651,O,III]
485.987,C,IV
485.987,C,IV
485.987,C,IV
485.997,C,I]
486.018,C,VI
486.0232,C,I
486.03,C,IV
486.03,C,IV
486.03,C,IV
486.046,C,IV
486.046,C,IV
486.046,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06,C,IV
486.06179,O,I]
486.07,O,I
486.087,C,III
486.091,C,III
486.091,C,III
486.101,C,III
486.101,C,III
486.101,C,III
486.128,C,I
486.2323,O,II
486.282,O,I]
486.282,O,I]
486.35,O,III
486.35,O,III
486.35,O,III
486.3939,C,II
486.40,O,III]
486.430,O,I
486.431,C,IV
486.431,C,IV
486.431,C,IV
486.483,O,I
486.483,O,I
486.49,O,III]
486.49,O,III]
486.496,O,I
486.496,O,I
486.496,O,I
486.500,O,I
486.52,O,IV
486.571,O,I
486.57553,O,I]
486.57941,O,I]
486.598,O,I
486.62366,O,II]
486.629,C,I
486.64,O,IV]
486.65,O,III]
486.707,O,I
486.718,O,III
486.719,C,I
486.763,O,I
486.807,C,I]
486.82,O,III]
486.829,O,I
486.8416,O,III
486.842,O,I
486.8426,C,II
486.846,O,I
486.850,C,I]
486.85103,O,I]
486.85134,O,I]
486.85150,O,I]
486.8542,O,II
486.88061,O,I]
486.89,O,III]
486.899,O,I
486.92862,O,I]
486.92900,O,I]
486.92931,O,I]
487.06409,O,I]
487.06435,O,I]
487.06473,O,I]
487.0763,O,II]
487.135,O,II
487.1708,O,II]
487.19090,O,I
487.19090,O,I
487.26898,O,I
487.26898,O,I
487.26898,O,I
487.2884,O,II
487.3021,O,II]
487.309,C,I]
487.32,O,III]
487.328,C,I]
487.3377,O,II
487.352,C,I]
487.40490,O,I
487.40490,O,I
487.4339,O,II
487.511,C,I
487.521,O,III
487.54,O,IV]
487.54,O,IV]
487.563,O,II
487.58,O,III]
487.6179,C,II]
487.620,C,III
487.627,C,III
487.627,C,III
487.637,C,III
487.637,C,III
487.637,C,III
487.90,O,III]
487.9598,C,II]
488.007,O,II
488.07060,O,I]
488.07079,O,I]
488.07094,O,I]
488.0927,O,II
488.122,C,I]
488.127,O,III
488.2052,C,II]
488.2119,O,III]
488.236,O,II
488.259,O,I]
488.259,O,I]
488.259,O,I]
488.29,O,III]
488.297,C,I
488.2977,O,III
488.31785,O,I]
488.32176,O,I]
488.32798,O,I]
488.33,O,III]
488.33,O,IV]
488.33,O,V
488.35,O,IV]
488.40,O,V
488.47874,O,I
488.5479,C,II]
488.583,O,II
488.607,O,I
488.609,O,I
488.614,O,I
488.618,O,II
488.62,O,III]
488.6733,O,III]
488.76,O,III]
488.788,O,II
488.803,C,I
488.8192,O,III]
488.8197,O,II]
488.83475,O,I]
488.860,C,VI
488.879,C,I
488.9237,O,III]
488.9669,O,II]
489.01652,O,I]
489.01795,O,I]
489.0196,C,I
489.0301,C,I
489.1459,C,II]
489.172,O,I
489.172,O,I
489.185,O,I
489.185,O,I
489.185,O,I
489.189,O,I
489.1937,C,III
489.1937,C,III
489.2016,C,I
489.2064,O,II]
489.22217,O,II
489.2224,O,III
489.26,O,IV
489.27,O,III]
489.340,O,III
489.43,C,III
489.43,C,III
489.43,C,III
489.43,C,III
489.43,C,III
489.43,C,III
489.454,O,II]
489.469,C,I]
489.4791,C,I
489.5029,C,III
489.5029,C,III
489.5029,C,III
489.51953,O,I
489.51953,O,I
489.51953,O,I
489.550,C,I]
489.586,O,I
489.592,O,I]
489.600,O,I
489.603,O,I
489.615,O,V
489.649,O,V
489.649,O,V
489.649,O,V
489.649,O,II
489.667,O,I]
489.678,C,I
489.685,O,II
489.6944,O,II
489.6944,O,II
489.709,O,V
489.709,O,V
489.73779,O,I]
489.767,O,III
489.775,O,I]
489.798,O,V
489.8227,O,II
489.8227,O,II
489.873,C,II]
489.873,C,II]
489.89,O,I
489.89,O,I
489.9621,C,III
489.9621,C,III
489.974,O,II]
489.977,C,I]
490.0008,C,I
490.034,C,I]
490.039,O,II
490.048,O,II
490.05086,O,I]
490.058,C,I]
490.075,O,II
490.10,O,I]
490.10,O,I]
490.11,O,I]
490.12,O,IV]
490.1521,O,III]
490.25587,O,I]
490.25664,O,I]
490.25729,O,I]
490.3256,O,II]
490.340,O,I
490.341,O,I
490.346,O,I
490.36,O,IV
490.37398,O,I]
490.37463,O,I]
490.37495,O,I]
490.4149,O,II]
490.43,O,I
490.43315,O,I]
490.43370,O,I]
490.43447,O,I]
490.4516,C,I
490.466,O,I]
490.466,O,I]
490.491,O,I
490.492,O,I
490.50233,O,I]
490.50233,O,I]
490.50459,O,I]
490.536,C,II]
490.5476,O,II
490.5631,O,II]
490.5815,O,II
490.5833,C,II]
490.60593,O,I]
490.62,O,I
490.678,O,I]
490.678,O,I]
490.678,O,I]
490.678,O,I]
490.678,O,I]
490.702,C,II]
490.702,C,II]
490.727,O,II
490.74,O,I
490.746,O,I
490.7725,O,II
490.7725,O,II
490.82000,O,II
490.82450,O,I
490.82450,O,I
490.82450,O,I
490.832,C,II]
490.835,O,I]
490.837,C,I]
490.85662,O,I]
490.9146,C,II]
490.9291,C,II]
490.94212,O,I
490.94212,O,I
491.00274,O,I
491.00274,O,I
491.0091,O,II
491.043,C,I
491.05,O,I
491.07,C,II]
491.102,O,I]
491.102,O,I]
491.104,C,II]
491.104,C,II]
491.156,O,II]
491.185,O,II]
491.243,C,II]
491.2494,O,II
491.28,C,II]
491.28304,O,I
491.28304,O,I
491.30030,O,I]
491.30175,O,I]
491.37,O,I
491.389,O,I]
491.389,O,I]
491.389,O,I]
491.389,O,I]
491.389,O,I]
491.4,C,V
491.42326,O,I]
491.4273,C,II]
491.4418,C,II]
491.488,O,II
491.50,O,I
491.52,C,II]
491.554,C,I
491.619,C,I
491.643,O,III
491.783,O,III
491.844,O,I
491.86,O,IV
491.91953,O,I]
491.91953,O,I]
491.91953,O,I]
491.92181,O,I]
491.92181,O,I]
491.928,O,I
491.952,O,I
491.953,O,I
492.037,O,I
492.158,O,II
492.192,C,II]
492.192,C,II]
492.243,C,I]
492.279,C,I]
492.333,O,III
492.40,O,I
492.4068,C,I
492.427,C,I
492.468,C,I]
492.5080,O,II
492.5441,O,II
492.5441,O,II
492.59038,O,II
492.5997,O,II]
492.693,O,I
492.693,O,I
492.70,O,I]
492.70,O,I]
492.707,O,I
492.707,O,I
492.707,O,I
492.71,O,I
492.710,O,I
492.7562,O,II
492.7803,C,I
492.80,O,I]
492.80,O,I]
492.89,O,I]
492.903,O,I]
492.903,O,I]
492.9428,C,I]
492.965,C,I]
493.023,O,I]
493.0541,O,II]
493.063,O,II
493.063,O,II
493.063,O,II
493.107,O,I]
493.15,O,III]
493.165,O,V
493.165,O,V
493.165,O,V
493.165,O,V
493.165,O,V
493.165,O,V
493.165,O,V
493.1652,C,I
493.166,O,I]
493.2039,O,II]
493.206,O,I
493.219,O,I
493.223,O,I
493.24,O,I
493.24,O,I]
493.2603,[O,III]
493.292,O,I
493.292,O,I
493.293,O,I
493.293,O,I
493.293,O,I
493.32,O,I]
493.3426,C,I
493.363,O,I]
493.377,O,I
493.377,O,I
493.386,O,III
493.480,C,I]
493.5203,O,II
493.525,C,V
493.525,C,V
493.525,C,V
493.525,C,V
493.525,C,V
493.525,C,V
493.5384,O,II
493.568,C,I]
493.61,O,IV]
493.677,C,I
493.6809,C,I
493.746,O,I]
493.746,O,I]
493.746,O,I]
493.821,O,III
493.8904,O,II]
493.9289,O,II]
493.941,O,III
494.0407,O,II]
494.0951,O,II]
494.172,C,III
494.182,C,I]
494.24508,O,II
494.27,O,IV
494.3295,C,I]
494.3379,C,I]
494.38,C,II
494.382,C,I]
494.4305,C,I]
494.43848,O,II
494.4628,O,II
494.4645,O,II
494.47,O,III]
494.473,C,I]
494.4899,O,II
494.492,C,I
494.4955,C,I
494.51,C,V
494.51782,O,I]
494.5364,O,II
494.5364,O,II
494.58,C,V
494.58,C,V
494.58,C,V
494.58,C,V
494.58,C,V
494.58,C,V
494.58,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.59,C,V
494.5924,O,II]
494.62,C,V
494.62,C,V
494.62,C,V
494.62,C,V
494.62,C,V
494.62,C,V
494.62,C,V
494.62,C,V
494.6376,C,I
494.64,O,I
494.66,C,V
494.66,C,V
494.66,C,V
494.66,C,V
494.66,C,V
494.66,C,V
494.66,C,V
494.690,O,II
494.7992,C,I]
494.89,C,II
495.048,O,II
495.1027,C,I
495.1208,O,II]
495.1564,C,I
495.1932,C,I
495.23,C,V
495.23,C,V
495.23,C,V
495.23,C,V
495.23,C,V
495.23,C,V
495.2954,O,III]
495.399,O,I]
495.432,O,II
495.433,O,II
495.433,O,II
495.466,O,II]
495.469,O,I]
495.5239,C,II
495.5389,O,II
495.5389,O,II
495.583,O,II]
495.5897,O,II
495.5897,O,II
495.5939,O,III]
495.5952,O,II
495.5952,O,II
495.6460,O,II
495.679,O,I]
495.6927,O,II]
495.70899,O,II
495.7558,O,II
495.77279,O,I]
495.7741,O,II
495.7929,C,I]
495.8033,O,II
495.8050,O,II
495.8124,O,II
495.8938,O,II]
495.900,O,III
495.9183,O,II
495.9183,O,II
495.9579,O,II
495.970,O,II
495.970,O,II
495.972,O,II
495.972,O,II
496.0044,C,II
496.0128,C,I
496.0197,O,III]
496.0295,[O,III]
496.0295,[O,III]
496.066,O,I]
496.080,O,II]
496.1304,C,II
496.2412,O,III]
496.33,O,III]
496.413,O,III
496.4903,O,II
496.4903,O,II
496.52320,O,I]
496.52320,O,I]
496.5386,O,II
496.5408,O,III]
496.5433,O,II
496.57303,O,I]
496.57303,O,I]
496.57303,O,I]
496.6121,C,II
496.66369,O,I]
496.66369,O,I]
496.80,C,III
496.80,C,III
496.80,C,III
496.80,C,III
496.80,C,III
496.80,C,III
496.80,C,III
496.87,O,I]
496.87,O,I]
496.87621,O,I
496.87639,O,I
496.87671,O,I
496.9022,O,I]
496.9022,O,I]
496.9022,O,I]
496.92629,O,I
496.92661,O,I
496.92700,O,I
496.940,C,II]
496.940,C,II]
496.95,O,I]
497.01740,O,I
497.01779,O,I
497.01807,O,I
497.062,O,I]
497.062,O,I]
497.062,O,I]
497.29,O,I]
497.29,O,III]
497.376,O,I
497.376,O,I
497.390,O,I
497.390,O,I
497.390,O,I
497.394,O,I
497.401,O,II
497.41,O,I]
497.4891,O,I]
497.4891,O,I]
497.4891,O,I]
497.5029,O,I]
497.5029,O,I]
497.5029,O,I]
497.5068,O,I]
497.628,O,I
497.636,O,I
497.636,O,I
497.636,O,I
497.65458,O,I]
497.65480,O,I]
497.65490,O,I]
497.6655,C,I]
497.698,O,I
497.698,O,I
497.698,O,I
497.698,O,I
497.698,O,I
497.70,O,I]
497.714,O,I
497.7192,O,III]
497.76,O,I]
497.768,C,I]
497.793,C,II]
497.793,C,II]
497.819,O,I
497.819,O,I
497.819,O,I
497.819,O,I
497.819,O,I
497.864,O,V
497.88,O,I]
497.88456,O,I]
497.88456,O,I]
497.909,O,I
497.910,O,I
497.9239,C,I
497.9732,O,III]
497.996,O,I
498.047,O,III
498.1278,O,II
498.1278,O,II
498.1290,O,II
498.1290,O,II
498.132,O,I
498.133,O,I
498.134,O,I
498.148,O,I
498.152,O,I
498.169,O,V
498.1906,C,I]
498.2156,O,II
498.2169,O,II
498.2561,O,II
498.261,O,V
498.2874,C,I]
498.3142,O,II
498.3157,O,II
498.349,C,II]
498.383,C,I]
498.441,C,I
498.448,O,III
498.4496,C,I
498.579,O,V
498.641,O,V
498.72,O,III]
498.733,O,V
498.8108,O,II]
498.8586,O,II]
498.87,C,II
498.8917,O,II
498.8932,O,II
498.898,C,I]
498.9654,O,II
498.9701,O,II
499.013,O,III
499.0334,O,II
499.039,O,II]
499.1173,C,I]
499.272,C,I
499.2800,C,I
499.3379,C,I
499.4374,O,II
499.4394,O,II
499.5492,O,II
499.5966,O,II
499.6205,C,II]
499.6537,O,II
499.6537,O,II
499.7,C,V
499.7244,O,II
499.7244,O,II
499.7816,O,II
499.7816,O,II
499.837,O,II
499.8665,C,I
499.94558,O,I]
499.9520,C,II]
499.9815,C,I
499.9860,O,II]
499.99610,O,I]
500.1148,O,III]
500.2072,O,II
500.3108,O,II
500.32,O,I
500.345,O,II
500.345,O,II
500.346,O,II
500.3988,O,II
500.3988,O,II
500.42,O,I
500.451,O,I]
500.451,O,I]
500.451,O,I]
500.451,O,I]
500.451,O,I]
500.5110,O,II
500.5110,O,II
500.5556,O,II]
500.575,O,VIII
500.702,O,II]
500.732,O,II]
500.754,O,II]
500.8171,C,I
500.8240,[O,III]
500.8240,[O,III]
500.8284,O,III]
500.851,C,VI
500.9729,O,III]
501.0884,O,III]
501.112,O,II
501.112,O,II
501.112,O,II
501.144,O,II
501.144,O,II
501.144,O,II
501.144,O,II
501.2006,O,II
501.2007,O,II
501.203,O,II]
501.2036,O,II
501.21,O,I]
501.2648,O,II
501.2662,C,I]
501.2775,O,II
501.2775,O,II
501.2790,O,II
501.29,O,I]
501.317,O,I
501.317,O,I
501.317,O,I
501.3351,O,II]
501.34,O,I]
501.3426,C,I]
501.3675,C,I]
501.460,O,I
501.460,O,I
501.460,O,I
501.460,O,I
501.460,O,I
501.4645,O,II
501.4645,O,II
501.4743,C,II
501.4894,C,II
501.49,O,I]
501.5221,O,II
501.5221,O,II
501.543,O,I
501.543,O,I
501.543,O,I
501.543,O,I
501.543,O,I
501.57,O,I]
501.5853,O,II]
501.5941,O,II
501.5941,O,II
501.6517,O,II
501.655,O,V]
501.6738,O,II
501.6786,O,II
501.7025,O,II
501.7481,C,II
501.7632,C,II
501.799,C,IV
501.8486,C,I]
501.907,O,V]
501.9186,C,I]
501.9463,C,I]
501.975,C,IV
501.979,O,II
502.01819,O,I
502.019,O,II]
502.06913,O,I
502.16181,O,I
502.26,O,I
502.335,O,VIII
502.3831,O,III]
502.4234,O,III]
502.498,O,I]
502.498,O,I]
502.498,O,I]
502.5038,O,II
502.5244,C,I]
502.529,O,I]
502.6084,O,II
502.6320,C,I]
502.643,O,I]
502.678,O,III
502.727,C,IV
502.727,C,IV
502.727,C,IV
502.780,O,I]
502.8507,O,II
502.875,C,II]
502.875,C,II]
502.9769,O,II
502.995,O,VIII
503.11,O,I]
503.205,O,III
503.28,O,I]
503.3531,C,II
503.366,C,I]
503.38,O,I]
503.4060,O,III]
503.43,O,I]
503.4388,O,I]
503.4388,O,I]
503.4388,O,I]
503.53,O,I]
503.555,O,I]
503.555,O,I]
503.555,O,I]
503.5712,O,II
503.6733,O,II
503.6763,O,II
503.719,O,I
503.7314,O,II
503.7347,C,II
503.749,C,II]
503.749,C,II]
503.760,O,I]
503.8748,O,II]
503.877,O,I
503.877,O,I
503.88998,O,I]
503.891,O,I
503.891,O,I
503.891,O,I
503.895,O,I
503.895,O,I
503.895,O,I
503.97350,O,I]
503.98,O,I]
503.99,O,I]
504.0413,O,I]
504.0413,O,I]
504.0413,O,I]
504.042,O,I
504.042,O,I
504.042,O,I
504.0462,C,I]
504.0555,O,I]
504.0555,O,I]
504.0555,O,I]
504.0595,O,I]
504.0617,O,II
504.0617,O,II
504.0937,O,II]
504.1044,C,II
504.11,O,I]
504.11890,O,I]
504.1324,C,I]
504.1530,C,I]
504.163,C,I]
504.2114,C,II
504.212,C,I
504.2663,O,II
504.2887,C,I]
504.2981,O,III]
504.30139,O,I]
504.30139,O,I]
504.30139,O,I]
504.30378,O,I]
504.30378,O,I]
504.3167,C,I]
504.318,C,II]
504.3182,C,II
504.3195,C,I]
504.334,C,II]
504.33806,O,II]
504.391,O,II]
504.4029,C,I]
504.4971,C,II
504.5167,C,I
504.5763,C,II
504.6381,C,II
504.6526,O,II
504.6526,O,II
504.6712,C,I]
504.6847,O,II
504.6847,O,II
504.751,C,I
504.793,C,I]
504.8345,C,I]
504.8524,C,II
504.905,O,I
504.919,O,I
504.923,O,I
504.9238,C,II
504.9424,C,I]
505.006,C,I]
505.031,C,I]
505.04,C,III
505.044,C,I
505.0564,C,I
505.0650,C,II
505.092,O,II
505.111,O,II
505.1278,O,III
505.146,C,I]
505.17,C,V
505.17,C,V
505.17,C,V
505.17,C,V
505.17,C,V
505.17,C,V
505.19303,O,I]
505.235,C,I]
505.27699,O,I]
505.299,C,I]
505.321,C,I]
505.33,C,III
505.35,O,III
505.3575,C,I
505.4924,C,I
505.525,O,I]
505.539,O,I]
505.549,C,I]
505.603,C,I
505.62,C,IV
505.62,C,IV
505.66,O,IV
505.6864,C,I]
505.71434,O,II]
505.7680,O,III]
505.780,C,I]
505.7926,C,II]
505.80,O,III
505.85,O,I]
505.897,C,I
505.9008,C,I
505.9090,C,I
505.94,O,I]
505.9489,O,II
506.0130,C,I
506.03228,O,I]
506.1067,C,I
506.110,C,I]
506.126,C,I
506.18,O,III
506.2143,O,III
506.310,C,I]
506.349,C,I]
506.3696,C,I]
506.430,O,I
506.4435,C,I
506.4645,O,III]
506.5068,O,III
506.525,C,I]
506.5343,C,I]
506.5558,C,I
506.560,O,I
506.561,O,II]
506.577,O,I
506.577,O,I
506.613,C,I
506.614,O,II]
506.6213,O,III]
506.624,O,I
506.624,O,I
506.624,O,I
506.625,C,I]
506.661,O,I
506.661,O,I
506.661,O,I
506.669,C,I
506.7335,O,III]
506.75,O,III
506.750,O,I
506.750,O,I
506.824,C,IV
506.824,C,IV
506.84859,O,I]
506.85776,O,I]
506.8956,C,I]
506.8992,O,III]
506.9336,O,III]
506.986,C,I]
506.9968,O,III
507.0459,O,III]
507.05,O,I
507.056,C,I]
507.0783,C,I]
507.1459,O,II
507.14715,O,I]
507.14738,O,I]
507.14748,O,I]
507.22188,O,II]
507.23147,O,I]
507.23176,O,I]
507.23199,O,I]
507.262,C,I]
507.350,C,I]
507.37855,O,I]
507.37876,O,I]
507.37904,O,I]
507.3791,O,III]
507.38599,O,I
507.38599,O,I
507.47068,O,I
507.47068,O,I
507.47068,O,I
507.471,C,I
507.518,C,I]
507.527,C,I
507.556,C,I]
507.61810,O,I
507.61810,O,I
507.619,O,II
507.62,O,I]
507.646,O,II
507.647,O,II
507.692,O,IV]
507.77,O,I]
507.8016,C,I]
507.901,C,II]
507.901,C,II]
507.903,O,I]
507.9378,C,I]
507.9383,C,I]
507.996,C,I]
507.999,C,I]
508.087,O,II]
508.122,O,IV]
508.13,C,II]
508.141,O,II]
508.182,O,II]
508.21,O,IV
508.36197,O,I]
508.37120,O,I]
508.38412,O,I]
508.4,O,VI
508.447,O,I]
508.447,O,I]
508.447,O,I]
508.531,C,I]
508.568,O,I
508.7,O,VI
508.7,O,VI
508.715,O,I
508.75,O,IV
508.767,O,I
508.793,C,II]
508.793,C,II]
508.864,O,I
508.866,C,I]
508.867,O,II
508.948,O,I
509.00030,O,I]
509.002,C,IV
509.002,C,IV
509.002,C,IV
509.0341,O,III
509.097,O,I
509.1056,C,I
509.23355,O,II]
509.2498,C,II
509.2609,C,II
509.3299,O,III
509.374,C,II]
509.378,C,IV
509.378,C,IV
509.378,C,IV
509.42,C,IV
509.42,C,IV
509.42,C,IV
509.45,C,IV
509.45,C,IV
509.45,C,IV
509.453,C,IV
509.453,C,IV
509.453,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.46,C,IV
509.53,C,V
509.53,C,V
509.53,C,V
509.534,O,I]
509.81,O,IV
509.819,O,II
509.89830,O,I]
509.915,O,I]
510.051,C,IV
510.051,C,IV
510.051,C,IV
510.1283,C,II
510.34,O,I
510.44,O,I
510.587,O,II
510.63672,O,II]
510.768,C,I]
510.9233,C,II
510.93,O,I
510.93,O,III]
510.972,O,I]
510.972,O,I]
511.08,O,III]
511.117,O,II
511.159,O,II]
511.161,O,I]
511.161,O,I]
511.161,O,I]
511.161,O,I]
511.1706,C,II]
511.1727,O,II
511.186,O,I]
511.186,O,I]
511.186,O,I]
511.186,O,I]
511.186,O,I]
511.20382,O,I]
511.20398,O,I]
511.20406,O,I]
511.21,O,I
511.33,O,IV
511.3337,O,II
511.344,O,II
511.361,O,III
511.383,O,II
511.411,O,I]
511.411,O,I]
511.459,O,II]
511.5071,C,II
511.5131,C,II]
511.548,O,V
511.5681,C,II
511.760,O,I]
511.799,O,I]
511.8160,C,II]
511.918,O,III
512.024,C,I]
512.078,O,II
512.0889,C,II]
512.1503,C,II
512.1594,C,II]
512.188,C,II]
512.188,C,II]
512.253,O,I]
512.253,O,I]
512.253,O,I]
512.32,C,IV
512.32,C,IV
512.32,C,II]
512.3255,C,II
512.351,C,II
512.36566,O,I
512.370,C,II
512.370,C,II
512.394,C,I]
512.567,C,I]
512.615,O,I]
512.615,O,I]
512.615,O,I]
512.615,O,I]
512.617,O,III
512.6636,C,II
512.72283,O,II]
512.781,O,III]
512.8392,C,II
513.089,C,III
513.089,C,III
513.089,C,III
513.089,C,III
513.089,C,III
513.095,C,II]
513.095,C,II]
513.097,C,III
513.148,C,I]
513.196,C,I]
513.20097,O,I
513.20255,O,I
513.20845,O,I
513.226,C,III
513.226,C,III
513.226,C,III
513.229,C,III
513.233,C,III
513.233,C,III
513.233,C,III
513.236,C,I]
513.257,O,I
513.257,O,I
513.272,O,I
513.272,O,I
513.272,O,I
513.276,O,I
513.294,C,I
513.333,C,I
513.40,O,IV
513.4377,C,II
513.46545,O,I]
513.46553,O,I]
513.46569,O,I]
513.4712,C,II
513.4720,C,I]
513.48027,O,I]
513.48043,O,I]
513.48064,O,I]
513.48441,O,I]
513.538,O,I]
513.538,O,I]
513.539,C,I
513.541,O,I
513.637,O,I]
513.686,C,II]
513.744,O,I]
513.744,O,I]
513.744,O,I]
513.746,O,I
513.746,O,I
513.775,O,III
513.79,O,I
513.8688,C,II
513.8780,C,I]
513.890,C,I]
513.892,C,I
513.93903,O,II]
514.0310,C,I]
514.04,O,I
514.0548,C,I
514.0606,C,II
514.065,O,I]
514.065,O,I]
514.065,O,I]
514.065,O,I]
514.065,O,I]
514.088,O,II
514.098,C,I
514.100,O,I]
514.100,O,I]
514.100,O,I]
514.103,O,I
514.103,O,I
514.103,O,I
514.139,O,IV]
514.14,O,I
514.1705,O,II
514.185,O,III]
514.234,C,I]
514.2700,C,I]
514.3334,O,II
514.398,O,I]
514.398,O,I]
514.398,O,I]
514.398,O,I]
514.438,C,I]
514.4380,C,I]
514.48,O,IV
514.4927,C,II
514.581,O,IV]
514.595,C,I
514.6151,C,I
514.6598,C,II
514.72,O,IV]
514.75258,O,I
514.75417,O,I
514.782,C,I]
514.7841,O,III]
514.78957,O,I
514.804,C,I]
514.80438,O,I
514.80855,O,I
514.81,O,I
514.848,O,I]
514.918,C,I]
514.982,C,I
515.03,O,III
515.042,O,III
515.04742,O,II]
515.1540,C,I]
515.235,O,I]
515.235,O,I]
515.235,O,I]
515.2520,C,II
515.368,O,II
515.368,O,II
515.391,O,III
515.402,C,I
515.405,O,II
515.475,O,II]
515.481,C,I
515.5003,C,I
515.5721,C,I
515.596,C,II
515.653,C,I
515.6728,C,I
515.7024,C,II
515.70813,O,I]
515.719,C,I
515.72300,O,I]
515.73,O,III
515.75,O,I
515.874,C,II]
515.874,C,II]
515.928,O,I]
515.966,C,I
515.980,O,I]
515.987,C,III
515.99,C,III
515.99,C,III
515.99,C,III
515.99,C,III
515.99,C,III
515.99,C,III
515.998,O,I]
516.00,C,III
516.08,C,III
516.106,C,I]
516.125,O,III]
516.1357,C,I
516.1378,O,II
516.15,C,III
516.167,O,I]
516.197,C,I]
516.212,O,II]
516.2164,O,III]
516.224,C,I
516.237,C,II
516.283,C,I
516.29,O,I
516.29,O,I
516.3022,O,III]
516.304,C,I]
516.3966,C,II]
516.4041,C,I]
516.4420,C,II]
516.4710,C,I]
516.504,O,I]
516.504,O,I]
516.504,O,I]
516.588,O,III]
516.614,C,I]
516.654,O,I]
516.654,O,I]
516.654,O,I]
516.654,O,I]
516.794,C,II]
516.794,C,II]
516.812,C,VI
